"class";"age";"si";"dens";"aspect";"shannon";"x";"y";"z"
0;43;37,13;400,743774414062;264,376678466797;0,297559231519699;417148,116809245;326989,578696647;160,286087036133
0;69;32,11;320,241668701172;206,963836669922;0,539680004119873;491782,206328569;337198,716643228;267,643371582031
0;113;26,31;253,463806152344;120,505638122559;0,374643862247467;469222,730198759;312879,144441719;251,018615722656
0;42;36,67;359,653015136719;332,831024169922;0,420140773057938;442642,003333333;328577,25;209,328338623047
0;109;23,69;286,033508300781;181,045806884766;0,439639002084732;460279,51356171;328515,511745485;274,545074462891
0;88;29,1;218,186431884766;67,0817413330078;0,360133320093155;475928,670325974;325707,038905065;273,466979980469
0;70;32,82;349,958618164062;170,7421875;0,453013062477112;412234,265851367;299960,039346954;205,235534667969
0;40;34,87;388,478179931641;265,771850585938;0,515729546546936;450623,065834706;306321,384800159;203,645706176758
0;65;25,36;313,784057617188;143,141799926758;0,436860859394073;501732,327450276;316601,596071157;279,08984375
0;31;35,83;527,954956054688;268,459075927734;0,303949773311615;462361,781249763;310427,440358175;220,642562866211
0;78;27,65;410,920684814453;160,64616394043;0,390049189329147;551311,613127666;313759,234087045;259,612091064453
0;79;30,31;315,250091552734;189,272888183594;0,330681353807449;507880,650050389;293155,869405772;310,013275146484
0;72;31,73;436,192108154297;165,768432617188;0,297559231519699;418396,080727655;328992,381318817;170,26432800293
0;43;32,86;357,505249023438;262,274353027344;0,259880214929581;467193,59627325;308395,281375726;233,586059570312
0;68;33,66;320,304229736328;237,937744140625;0,407170623540878;443327,647250379;325937,296679965;234,895874023438
0;57;35,17;236,700576782227;76,727897644043;0,43706014752388;426576,024366908;341416,19839009;170,842956542969
0;59;32,48;374,931335449219;218,507049560547;0,439852803945541;530334,502895307;288145,807571745;340,337066650391
0;65;30,64;456,491912841797;211,462295532227;0,443724393844604;431958,209814887;327976,920027394;189,055206298828
0;32;38,99;341,727630615234;326,357788085938;0,476834088563919;452857,834124688;268018,298096014;191,030944824219
0;47;35,67;322,660308837891;278,416656494141;0,493485242128372;412994,20545127;334241,454953417;155,095626831055
0;79;28,44;286,592041015625;113,424385070801;0,364743918180466;502378,78633037;293952,871963004;308,741882324219
0;79;23,99;429,668090820312;221,62841796875;0,419088363647461;531553,302296532;283268,037223428;352,259429931641
0;99;25,32;286,970397949219;100,295280456543;0,535173058509827;525901,997760168;275803,322311888;334,502685546875
0;110;29,15;218,036697387695;223,191589355469;0,492766529321671;502519,473449613;238415,044651913;258,884796142578
0;70;32,51;304,062377929688;247,141754150391;0,390838354825974;540508,010872073;345825,546542032;244,718399047852
0;59;32,42;446,863494873047;127,954040527344;0,449265450239182;408835,682060228;336882,627785356;157,108642578125
0;42;36,98;430,239898681641;189,625076293945;0,507107853889465;401664,491788717;340939,394645407;167,196578979492
0;47;33,19;344,547576904297;96,8309097290039;0,599393367767334;529010,153088387;317888,889273162;285,661254882812
0;81;30,63;239,981750488281;179,550491333008;0,515112400054932;483338,53228562;324798,224348895;261,129638671875
0;57;33,04;408,800231933594;86,8627777099609;0,536277115345001;532189,627976965;323773,088567376;253,678573608398
0;47;32,25;465,482879638672;132,621368408203;0,303951770067215;462621,453220337;310410,199197127;226,147094726562
0;43;34,81;456,086242675781;198,373092651367;0,334644168615341;463333,345961961;339730,89528599;255,057464599609
0;79;30,34;300,416015625;310,059967041016;0,349389970302582;503413,836366438;294500,572836542;311,805847167969
0;54;32,66;322,703063964844;205,422958374023;0,573256492614746;529413,297085896;298425,422436904;327,865661621094
0;93;27,66;229,684844970703;121,094055175781;0,558649003505707;497945,684302545;255015,925813372;269,744476318359
0;27;37,85;523,683837890625;164,819320678711;0,38883763551712;434650,64837621;316602,276176401;177,745468139648
0;68;27,03;304,2412109375;176,564697265625;0,490557849407196;540007,397742227;314978,415880518;266,231567382812
0;26;32,97;313,184326171875;93,483154296875;0,565696716308594;456633,825041964;353534,165602789;235,570449829102
0;87;25,5;438,284301757812;264,834533691406;0,426815509796143;524706,754907958;312653,452883694;364,797088623047
0;108;27,31;333,372955322266;229,416931152344;0,71019047498703;537058,764740026;231192,181978715;298,663269042969
0;42;36,29;404,752593994141;96,9259872436523;0,439002484083176;510334,85703823;309547,588191265;300,273986816406
0;28;36,42;523,232482910156;203,079727172852;0,443677455186844;432815,743596426;326198,687818908;177,88818359375
0;134;27,71;245,31135559082;194,329956054688;0,48446786403656;413251,035889403;294504,730107565;202,943099975586
0;85;29,11;376,567779541016;71,0468902587891;0,389681577682495;545649,481916795;342954,41691237;242,008941650391
0;39;35,25;275,206176757812;149,74690246582;0,479854553937912;465016,369999971;343748,210297816;275,446228027344
0;35;34,63;352,748840332031;125,062744140625;0,390637785196304;543464,124055183;346631,676796126;257,228698730469
0;74;28,54;181,524353027344;276,689422607422;0,573670089244843;528102,31278419;296854,87961064;330,874572753906
0;95;30,96;222,927047729492;254,241516113281;0,407170653343201;445985,849801285;325156,544892922;234,228515625
0;20;27,22;325,497741699219;210,244979858398;0,390049159526825;549907,449586735;314087,468345349;248,176620483398
0;83;31,2;252,759048461914;175,394790649414;0,46930268406868;529724,268551856;245384,051608917;279,115234375
0;104;23,3;229,347152709961;323,074493408203;0,412259668111801;488232,506485708;293631,537851537;283,241943359375
0;45;36,55;252,715103149414;167,737670898438;0,498212367296219;486745,233437866;244771,508545526;277,703460693359
0;39;37,52;375,187408447266;186,50895690918;0,514874160289764;492628,029536402;297889,020559981;281,884521484375
0;41;36,05;429,365936279297;281,254150390625;0,576489269733429;481927,433187789;248064,178454936;278,871826171875
0;35;36,18;458,470123291016;135,577484130859;0,43706014752388;425060,047023885;338742,300835617;177,966094970703
0;53;36,45;313,732818603516;124,094871520996;0,28692564368248;481417,61028847;305760,801577756;261,672210693359
0;38;34,5;497,475738525391;154,434707641602;0,30314302444458;452311,253532616;330148,853920812;229,509719848633
0;50;34,39;327,624725341797;293,3291015625;0,403482049703598;538574,487664892;345189,831015918;242,776397705078
0;76;33,09;261,647705078125;130,620239257812;0,59052962064743;458748,810343673;251417,343813648;229,468521118164
0;74;30,03;400,901000976562;253,037582397461;0,378833830356598;455226,977860607;328168,688524273;258,142761230469
0;52;36,09;337,519836425781;286,331024169922;0,407170653343201;445280,882149125;325960,712076487;229,303680419922
0;118;18,3;271,195587158203;154,803619384766;0,400542557239532;529032,352374861;261732,29917362;312,845672607422
0;114;27,16;304,044769287109;261,938873291016;0,50105893611908;483699,663953815;354009,493847658;243,105316162109
0;111;27,86;196,559127807617;162,003143310547;0,586740016937256;465430,561418592;253649,250225074;238,228927612305
0;25;39,06;555,844360351562;199,643493652344;0,30314302444458;451371,511855149;332030,566902187;227,167404174805
0;60;34,87;238,662384033203;143,965377807617;0,492766499519348;503677,517653339;240438,529762228;255,111099243164
0;56;35,48;326,155853271484;232,874649047852;0,559024512767792;421608,632275046;334575,105934956;164,58283996582
0;26;34,76;274,03857421875;201,057647705078;0,5953688621521;452016,323376432;354571,484824737;241,782913208008
0;51;33,18;465,298858642578;256,370666503906;0,30314302444458;450869,180072269;331007,805600231;233,165496826172
0;28;35,63;509,983551025391;165,663223266602;0,390637755393982;540444,117855309;342972,199307646;247,875411987305
0;113;22,17;209,32356262207;224,90348815918;0,456953078508377;566932,715494745;324302,887097246;272,510284423828
0;24;28,97;500,672729492188;203,748901367188;0,577989339828491;517305,753900589;302589,764280072;301,826019287109
0;72;25,88;380,356506347656;60,3612594604492;0,402393311262131;513247,942566655;321980,565540299;259,844421386719
0;67;32,78;369,953094482422;124,765892028809;0,367661535739899;423932,05099818;324522,55962553;176,648788452148
0;69;29,77;418,602508544922;192,038681030273;0,249429062008858;509935,032700169;288372,931296074;325,079010009766
0;49;36,83;388,697326660156;57,7235794067383;0,516171872615814;405488,51117689;300091,044980561;184,841125488281
0;43;32,72;497,719909667969;263,183135986328;0,432302922010422;551863,877699482;318755,935812816;245,001220703125
0;40;37,5;402,915405273438;130,383010864258;0,539680004119873;489965,56882344;337127,400932325;272,258270263672
0;53;31,02;431,657012939453;71,6880645751953;0,292672783136368;480460,619898636;303661,205800515;258,236907958984
0;74;26,67;234,933776855469;272,427093505859;0,551242589950562;522492,64581986;333743,785261062;243,880920410156
0;53;34,13;325,527709960938;223,750793457031;0,297007381916046;488409,583865176;302195,505774916;280,572418212891
0;96;31,94;178,897857666016;273,689147949219;0,6066934466362;412668,564436286;338375,442893922;160,66569519043
0;54;37,06;284,186950683594;290,386566162109;0,620297372341156;483983,916346376;338395,093090831;271,282440185547
0;48;31,24;496,064270019531;248,516342163086;0,350012958049774;490762,52263387;301530,534070451;275,431060791016
0;130;27,91;180,206161499023;131,763748168945;0,416856199502945;429191,148340535;341554,954411131;184,440872192383
0;78;29,75;318,926116943359;309,203063964844;0,398905575275421;533201,072049984;262212,875986626;361,595520019531
0;44;32,94;524,911926269531;157,162567138672;0,30314302444458;451965,431131355;329609,292426789;226,26904296875
0;64;32,45;435,389099121094;264,993835449219;0,388837665319443;433154,68779224;314819,800638428;179,125335693359
0;72;31,41;260,600799560547;141,650268554688;0,387121796607971;464921,687299836;297570,974777875;248,207397460938
0;43;33,5;403,569885253906;218,788146972656;0,327749878168106;463594,14472518;305991,383491115;218,298706054688
0;77;30,29;248,349502563477;100,150787353516;0,374809235334396;514787,51318138;315072,628629821;283,014038085938
0;58;33,33;226,59831237793;109,811401367188;0,370251089334488;494328,105472596;299464,236714349;296,695068359375
0;29;38,34;293,937194824219;82,2504272460938;0,52352112531662;406252,04269576;356774,174321504;158,320541381836
0;57;28,91;440,831787109375;143,79866027832;0,426815509796143;521720,306953517;314015,85650643;326,59375
0;68;32,78;300,710205078125;99,3437423706055;0,24430975317955;475078,898979725;310433,972942205;252,68244934082
0;31;37,96;397,495727539062;91,5711975097656;0,453013062477112;412873,860436684;299803,718301308;190,844802856445
0;75;28,64;302,254943847656;151,926910400391;0,426979035139084;510591,835631988;351867,11725884;207,505615234375
0;36;34,67;435,387603759766;185,382522583008;0,239543810486794;471257,93136459;306869,825084665;243,481170654297
0;45;36,1;242,37841796875;266,215728759766;0,451652199029922;519617,497436538;346167,447704357;245,875823974609
0;63;32,24;361,385314941406;202,65803527832;0,286925613880157;479883,581026774;309731,014915334;269,543060302734
0;104;28,39;218,040603637695;203,030746459961;0,350476235151291;493794,473009099;353891,348792776;232,242279052734
0;50;33,36;392,832336425781;35,4624481201172;0,316138029098511;526794,997956749;348537,111686972;216,076690673828
0;47;33,65;486,166931152344;131,900695800781;0,367661535739899;420639,017092335;324193,025206717;168,508117675781
0;96;28,03;241,967163085938;240,338958740234;0,626004695892334;497613,901350234;325205,915727534;272,48291015625
0;56;31,43;421,132507324219;133,503662109375;0,435892313718796;442527,159389894;338187,377365751;201,449554443359
0;113;26,51;174,548614501953;82,0512237548828;0,467326998710632;466995,292161388;319768,578527987;272,849548339844
0;77;29,47;395,605804443359;302,980072021484;0,266069233417511;415863,93770251;330078,930727461;166,921157836914
0;39;34,67;441,249389648438;173,319702148438;0,364743888378143;503565,991111236;291723,44645904;292,646942138672
0;57;28,11;310,052093505859;212,229141235352;0,35436674952507;536761,791754493;305514,506214536;349,228302001953
0;69;30,53;296,670227050781;120,751159667969;0,596314787864685;524986,225912428;294686,174324029;330,237731933594
0;31;39,36;451,13671875;273,636474609375;0,521544635295868;456791,788658788;254679,097319649;268,151702880859
0;88;25,66;391,096038818359;234,505310058594;0,403884649276733;526661,514285471;245663,94513027;250,159561157227
0;131;18,98;235,007659912109;124,524772644043;0,295670330524445;475723,16815788;301359,680817277;244,379837036133
0;34;36,75;502,277130126953;168,849884033203;0,69952803850174;399837,231290457;304423,903851107;186,099258422852
0;78;33,45;308,393585205078;91,078727722168;0,292472243309021;480640,782734889;303349,240975872;256,258270263672
0;68;34,27;285,418426513672;231,901626586914;0,574866890907288;502463,350981633;254453,126663845;259,844146728516
0;80;30,83;261,951232910156;275,906890869141;0,581168591976166;505330,689425318;238946,512156246;251,120010375977
0;67;32,65;334,637176513672;216,410919189453;0,424422055482864;453270,066395696;273005,814940844;223,751922607422
0;90;28,95;259,228332519531;124,68074798584;0,451652228832245;520888,773954141;346124,027123963;242,00520324707
0;81;27,47;259,614440917969;273,872741699219;0,642859399318695;475733,077763573;259070,012827962;250,033599853516
0;90;21,1;413,292175292969;187,390838623047;0,426979035139084;507641,761724347;352633,596014686;210,906661987305
0;52;34,24;419,13818359375;278,565795898438;0,327749878168106;466288,272960031;304828,001842285;230,161865234375
0;48;31,83;369,860473632812;204,946426391602;0,403884649276733;533646,102126929;242529,024338629;235,955352783203
0;21;35,19;316,440612792969;106,65705871582;0,498532354831696;499969,233705382;302076,595446158;314,318054199219
0;51;33,56;296,073699951172;163,896286010742;0,538453876972198;410029,938003694;355093,778244239;160,092880249023
0;75;31,43;338,112609863281;139,955871582031;0,344584912061691;456300,198929138;338817,722425351;224,922103881836
0;51;34,37;450,167419433594;94,2171096801758;0,507107853889465;402637,803051063;343262,712205611;170,581497192383
0;81;30,9;213,000854492188;157,955154418945;0,535305321216583;481342,382547735;321903,739134584;261,821807861328
0;41;35,08;377,803131103516;251,545700073242;0,535305321216583;480931,611432737;319386,930029351;257,928070068359
0;129;21,71;263,664916992188;206,922103881836;0,420140832662582;442754,485785555;328154,940239294;211,175231933594
0;29;39,73;323,051696777344;104,746681213379;0,407170623540878;444427,278335312;324872,887211295;233,1640625
0;53;33,42;353,476470947266;210,455001831055;0,412655562162399;485760,043403264;304577,738163244;274,341094970703
0;68;35,74;274,632781982422;178,647766113281;0,578795671463013;491420,907101491;313706,492088029;289,676849365234
0;136;21,93;191,119476318359;246,997467041016;0,370893657207489;484876,170236661;297559,065108395;275,830352783203
0;43;32,93;369,221954345703;61,8866004943848;0,498532354831696;501428,354179573;301833,877105762;309,236511230469
0;56;34,07;326,887451171875;232,419647216797;0,280842691659927;482318,549087101;300338,056344794;263,561889648438
0;46;32,75;359,588226318359;225,16650390625;0,524822235107422;545154,698542128;276909,133181309;352,049499511719
0;29;37,9;512,1015625;122,698997497559;0,532225072383881;396909,728212629;341529,584510891;149,085021972656
